# HyperSecurity_offensivelabs - CLOUD PROVIDERS SECURITY TEST DATABASE
# RESTRICTED ACCESS - AUTHORIZED PERSONNEL ONLY
# Copyright (c) HyperSecurity_offensivelabs - All Rights Reserved
# Format: id,path,method,expected_status,content_indicators,severity,category,title,description,remediation,download_flag
#
id,path,method,expected_status,content_indicators,severity,category,title,description,remediation,download_flag
CLD-0064,/credentials/gcp.json,GET,200,private_key,Critical,Cloud,GCP JSON Creds,GCP service account JSON.,Critical: Remove immediately.,true
CLD-0065,/service-account.json,GET,200,service_account,Critical,Cloud,GCP SA JSON,GCP service account file.,Remove SA files.,true
CLD-0066,/gcp-credentials.json,GET,200,type,Critical,Cloud,GCP Creds JSON,GCP credentials alternate.,Secure credentials.,true
CLD-0067,/google-credentials.json,GET,200,client_email,Critical,Cloud,Google Creds JSON,Google credentials.,Remove from web.,true
CLD-0068,/appengine/config.py,GET,200,appengine,Critical,Cloud,AppEngine Config,AppEngine configuration.,Secure AppEngine.,true
CLD-0069,/app.yaml,GET,200,application,Critical,Cloud,AppEngine YAML,AppEngine app.yaml.,Remove from production.,true
CLD-0070,/app.yml,GET,200,runtime,Critical,Cloud,AppEngine YML,AppEngine YAML alt.,Secure AppEngine.,true
CLD-0071,/cron.yaml,GET,200,cron,Critical,Cloud,AppEngine Cron,AppEngine cron config.,Remove cron config.,true
CLD-0072,/dispatch.yaml,GET,200,dispatch,Critical,Cloud,AppEngine Dispatch,AppEngine dispatch.,Secure dispatch.,true
CLD-0073,/index.yaml,GET,200,index,Critical,Cloud,AppEngine Index,AppEngine index config.,Remove index config.,true
CLD-0074,/queue.yaml,GET,200,queue,Critical,Cloud,AppEngine Queue,AppEngine queue config.,Secure queue config.,true
CLD-0075,/169.254.169.254/metadata/v1,GET,200,id,Critical,Cloud,DigitalOcean Meta,DO metadata service.,Secure metadata.,false
CLD-0076,/metadata/v1.json,GET,200,droplet_id,Critical,Cloud,DO Meta JSON,DO metadata JSON.,Secure DO metadata.,false
CLD-0077,/metadata/v1/id,GET,200,droplet-id,Medium,Cloud,DO ID,DO droplet ID.,Limit metadata.,false
CLD-0078,/metadata/v1/hostname,GET,200,hostname,Medium,Cloud,DO Hostname,DO hostname.,Limit metadata.,false
CLD-0079,/metadata/v1/user-data,GET,200,user-data,Critical,Cloud,DO User Data,DO user data.,Critical: Encrypt data.,true
CLD-0080,/metadata/v1/vendor-data,GET,200,vendor-data,Medium,Cloud,DO Vendor Data,DO vendor data.,Secure metadata.,false
CLD-0081,/metadata/v1/public-keys,GET,200,ssh-rsa,Critical,Cloud,DO SSH Keys,DO public keys.,Secure keys.,true
CLD-0082,/metadata/v1/region,GET,200,region,Medium,Cloud,DO Region,DO region info.,Limit metadata.,false
CLD-0083,/metadata/v1/dns,GET,200,dns,Medium,Cloud,DO DNS,DO DNS info.,Secure metadata.,false
CLD-0084,/metadata/v1/interfaces,GET,200,interfaces,Critical,Cloud,DO Interfaces,DO network interfaces.,Secure metadata.,false
CLD-0085,/metadata/v1/floating_ip,GET,200,floating_ip,Medium,Cloud,DO Floating IP,DO floating IP.,Limit metadata.,false
CLD-0086,/metadata/v1/tags,GET,200,tags,Medium,Cloud,DO Tags,DO droplet tags.,Secure metadata.,false
CLD-0087,/metadata/v1/features,GET,200,features,Medium,Cloud,DO Features,DO droplet features.,Limit metadata.,false
CLD-0088,/metadata/azure,GET,200,compute,Critical,Cloud,Azure Metadata,Azure metadata endpoint.,Secure metadata.,false
CLD-0089,/metadata/instance/compute,GET,200,azEnvironment,Critical,Cloud,Azure Compute,Azure compute metadata.,Require metadata headers.,false
CLD-0090,/metadata/instance/network,GET,200,interface,Critical,Cloud,Azure Network,Azure network metadata.,Secure metadata.,false
CLD-0091,/metadata/identity/oauth2/token,GET,200,access_token,Critical,Cloud,Azure Token,Azure access token.,Critical: Secure token.,true
CLD-0092,/metadata/attested/document,GET,200,signature,Critical,Cloud,Azure Attested,Azure attested document.,Secure attestation.,true
CLD-0093,/metadata/instance/scheduledevents,GET,200,DocumentIncarnation,Critical,Cloud,Azure Events,Azure scheduled events.,Secure events.,false
CLD-0094,/.azure/credentials,GET,200,clientId,Critical,Cloud,Azure Creds,Azure credentials file.,Remove from web.,true
CLD-0095,/.azure/accessTokens.json,GET,200,token,Critical,Cloud,Azure Tokens,Azure tokens file.,Secure tokens.,true
CLD-0096,/azure/credentials.json,GET,200,servicePrincipal,Critical,Cloud,Azure Creds JSON,Azure credentials JSON.,Critical: Remove.,true
CLD-0097,/config/azure.yml,GET,200,azure,Critical,Cloud,Azure YAML,Azure YAML config.,Encrypt secrets.,true
CLD-0098,/spn.json,GET,200,appId,Critical,Cloud,Azure SPN,Azure service principal.,Remove SPN files.,true
CLD-0099,/arm-template.json,GET,200,resources,Critical,Cloud,ARM Template,Azure ARM template.,Secure templates.,true
CLD-0100,/azuredeploy.json,GET,200,parameters,Critical,Cloud,Azure Deploy,Azure deployment template.,Remove templates.,true
