# HyperSecurity_offensivelabs - SUPPLY CHAIN SECURITY TEST DATABASE
# RESTRICTED ACCESS - AUTHORIZED PERSONNEL ONLY
# Copyright (c) HyperSecurity_offensivelabs - All Rights Reserved
# Format: id,path,method,expected_status,content_indicators,severity,category,title,description,remediation,download_flag
#
id,path,method,expected_status,content_indicators,severity,category,title,description,remediation,download_flag
SUP-0075,/healthcheck.sh,GET,200,#!/bin/sh,Critical,SupplyChain,Docker Healthcheck,Docker health check.,Secure healthcheck.,true
SUP-0076,/ansible.cfg,GET,200,defaults,Critical,SupplyChain,Ansible Config,Ansible configuration.,Remove from web.,true
SUP-0077,/ansible,GET,200,inventory,Critical,SupplyChain,Ansible Directory,Ansible directory.,Secure ansible.,false
SUP-0078,/inventory,GET,200,hosts,Critical,SupplyChain,Ansible Inventory,Ansible inventory.,Secure inventory.,true
SUP-0079,/inventory.ini,GET,200,hosts,Critical,SupplyChain,Ansible INI,Ansible inventory INI.,Secure inventory.,true
SUP-0080,/hosts,GET,200,hosts,Critical,SupplyChain,Ansible Hosts,Ansible hosts file.,Secure hosts.,true
SUP-0081,/playbook.yml,GET,200,playbook,Critical,SupplyChain,Ansible Playbook,Ansible playbook.,Secure playbook.,true
SUP-0082,/roles,GET,200,role,Critical,SupplyChain,Ansible Roles,Ansible roles directory.,Secure roles.,false
SUP-0083,/group_vars,GET,200,vars,Critical,SupplyChain,Group Vars,Ansible group variables.,Encrypt variables.,false
SUP-0084,/host_vars,GET,200,vars,Critical,SupplyChain,Host Vars,Ansible host variables.,Encrypt variables.,false
SUP-0085,/vault.yml,GET,200,$ANSIBLE_VAULT,Critical,SupplyChain,Ansible Vault,Ansible vault file.,Verify encryption.,true
SUP-0086,/terraform.tfstate,GET,200,resources,Critical,SupplyChain,Terraform State,Terraform state file.,Secure state.,true
SUP-0087,/terraform.tfstate.backup,GET,200,resources,Critical,SupplyChain,Terraform Backup,Terraform state backup.,Secure backups.,true
SUP-0088,/terraform.tfvars,GET,200,variable,Critical,SupplyChain,Terraform Vars,Terraform variables.,Encrypt tfvars.,true
SUP-0089,/.terraform,GET,200,modules,Critical,SupplyChain,Terraform Dir,Terraform directory.,Secure .terraform.,false
SUP-0090,/main.tf,GET,200,resource,Critical,SupplyChain,Terraform Main,Terraform main file.,Review main.tf.,true
SUP-0091,/variables.tf,GET,200,variable,Critical,SupplyChain,Terraform Vars,TF variables file.,Review variables.,true
SUP-0092,/outputs.tf,GET,200,output,Critical,SupplyChain,Terraform Outputs,TF outputs file.,Review outputs.,true
SUP-0093,/provider.tf,GET,200,provider,Critical,SupplyChain,Terraform Provider,TF provider file.,Review provider.,true
SUP-0094,/backend.tf,GET,200,backend,Critical,SupplyChain,Terraform Backend,TF backend config.,Secure backend.,true
SUP-0095,/modules,GET,200,module,Critical,SupplyChain,Terraform Modules,TF modules directory.,Secure modules.,false
SUP-0096,/pulumi.yaml,GET,200,name,Critical,SupplyChain,Pulumi YAML,Pulumi manifest.,Review pulumi.,true
SUP-0097,/Pulumi.yaml,GET,200,name,Critical,SupplyChain,Pulumi YAML Alt,Pulumi YAML alt.,Review Pulumi.,true
SUP-0098,/Pulumi.dev.yaml,GET,200,config,Critical,SupplyChain,Pulumi Dev,Pulumi dev config.,Secure dev config.,true
SUP-0099,/Pulumi.prod.yaml,GET,200,config,Critical,SupplyChain,Pulumi Prod,Pulumi prod config.,Secure prod config.,true
SUP-0100,/pulumi,GET,200,stack,Critical,SupplyChain,Pulumi Stack,Pulumi stack file.,Secure stack.,true
