# HyperSecurity_offensivelabs - LEGACY ADMIN PANELS SECURITY TEST DATABASE
# RESTRICTED ACCESS - AUTHORIZED PERSONNEL ONLY
# Copyright (c) HyperSecurity_offensivelabs - All Rights Reserved
# Format: id,path,method,expected_status,content_indicators,severity,category,title,description,remediation,download_flag
#
id,path,method,expected_status,content_indicators,severity,category,title,description,remediation,download_flag
ADM-0052,/admin/control.html,GET,200,control,Critical,LegacyAdmin,Admin Control HTML,Admin control HTML.,Secure control HTML.,false
ADM-0053,/admin/manage.php,GET,200,manage,Critical,LegacyAdmin,Admin Manage PHP,Admin manage PHP.,Secure manage PHP.,false
ADM-0054,/admin/manage.asp,GET,200,manage,Critical,LegacyAdmin,Admin Manage ASP,Admin manage ASP.,Secure manage ASP.,false
ADM-0055,/admin/manage.aspx,GET,200,manage,Critical,LegacyAdmin,Admin Manage ASPX,Admin manage ASPX.,Secure manage ASPX.,false
ADM-0056,/admin/manage.jsp,GET,200,manage,Critical,LegacyAdmin,Admin Manage JSP,Admin manage JSP.,Secure manage JSP.,false
ADM-0057,/admin/manage.html,GET,200,manage,Critical,LegacyAdmin,Admin Manage HTML,Admin manage HTML.,Secure manage HTML.,false
ADM-0058,/admin/manager.php,GET,200,manager,Critical,LegacyAdmin,Admin Manager PHP,Admin manager PHP.,Secure manager PHP.,false
ADM-0059,/admin/manager.asp,GET,200,manager,Critical,LegacyAdmin,Admin Manager ASP,Admin manager ASP.,Secure manager ASP.,false
ADM-0060,/admin/manager.aspx,GET,200,manager,Critical,LegacyAdmin,Admin Manager ASPX,Admin manager ASPX.,Secure manager ASPX.,false
ADM-0061,/admin/manager.jsp,GET,200,manager,Critical,LegacyAdmin,Admin Manager JSP,Admin manager JSP.,Secure manager JSP.,false
ADM-0062,/admin/manager.html,GET,200,manager,Critical,LegacyAdmin,Admin Manager HTML,Admin manager HTML.,Secure manager HTML.,false
ADM-0063,/admin/config.php,GET,200,config,Critical,LegacyAdmin,Admin Config PHP,Admin config PHP.,Remove config.php.,true
ADM-0064,/admin/config.asp,GET,200,config,Critical,LegacyAdmin,Admin Config ASP,Admin config ASP.,Remove config.asp.,true
ADM-0065,/admin/config.aspx,GET,200,config,Critical,LegacyAdmin,Admin Config ASPX,Admin config ASPX.,Remove config.aspx.,true
ADM-0066,/admin/config.jsp,GET,200,config,Critical,LegacyAdmin,Admin Config JSP,Admin config JSP.,Remove config.jsp.,true
ADM-0067,/admin/config.html,GET,200,config,Critical,LegacyAdmin,Admin Config HTML,Admin config HTML.,Remove config.html.,true
ADM-0068,/admin/settings.php,GET,200,settings,Critical,LegacyAdmin,Admin Settings PHP,Admin settings PHP.,Remove settings.php.,true
ADM-0069,/admin/settings.asp,GET,200,settings,Critical,LegacyAdmin,Admin Settings ASP,Admin settings ASP.,Remove settings.asp.,true
ADM-0070,/admin/settings.aspx,GET,200,settings,Critical,LegacyAdmin,Admin Settings ASPX,Admin settings ASPX.,Remove settings.aspx.,true
ADM-0071,/admin/settings.jsp,GET,200,settings,Critical,LegacyAdmin,Admin Settings JSP,Admin settings JSP.,Remove settings.jsp.,true
ADM-0072,/admin/settings.html,GET,200,settings,Critical,LegacyAdmin,Admin Settings HTML,Admin settings HTML.,Remove settings.html.,true
ADM-0073,/admin/setup.php,GET,200,setup,Critical,LegacyAdmin,Admin Setup PHP,Admin setup PHP.,Remove setup.php.,true
ADM-0074,/admin/setup.asp,GET,200,setup,Critical,LegacyAdmin,Admin Setup ASP,Admin setup ASP.,Remove setup.asp.,true
ADM-0075,/admin/setup.aspx,GET,200,setup,Critical,LegacyAdmin,Admin Setup ASPX,Admin setup ASPX.,Remove setup.aspx.,true
ADM-0076,/admin/setup.jsp,GET,200,setup,Critical,LegacyAdmin,Admin Setup JSP,Admin setup JSP.,Remove setup.jsp.,true
ADM-0077,/admin/setup.html,GET,200,setup,Critical,LegacyAdmin,Admin Setup HTML,Admin setup HTML.,Remove setup.html.,true
ADM-0078,/admin/install.php,GET,200,install,Critical,LegacyAdmin,Admin Install PHP,Admin install PHP.,Remove install.php.,true
ADM-0079,/admin/install.asp,GET,200,install,Critical,LegacyAdmin,Admin Install ASP,Admin install ASP.,Remove install.asp.,true
ADM-0080,/admin/install.aspx,GET,200,install,Critical,LegacyAdmin,Admin Install ASPX,Admin install ASPX.,Remove install.aspx.,true
ADM-0081,/admin/install.jsp,GET,200,install,Critical,LegacyAdmin,Admin Install JSP,Admin install JSP.,Remove install.jsp.,true
ADM-0082,/admin/install.html,GET,200,install,Critical,LegacyAdmin,Admin Install HTML,Admin install HTML.,Remove install.html.,true
ADM-0083,/admin/backup.php,GET,200,backup,Critical,LegacyAdmin,Admin Backup PHP,Admin backup PHP.,Secure backup.php.,true
ADM-0084,/admin/backup.asp,GET,200,backup,Critical,LegacyAdmin,Admin Backup ASP,Admin backup ASP.,Secure backup.asp.,true
ADM-0085,/admin/backup.aspx,GET,200,backup,Critical,LegacyAdmin,Admin Backup ASPX,Admin backup ASPX.,Secure backup.aspx.,true
ADM-0086,/admin/backup.jsp,GET,200,backup,Critical,LegacyAdmin,Admin Backup JSP,Admin backup JSP.,Secure backup.jsp.,true
ADM-0087,/admin/backup.html,GET,200,backup,Critical,LegacyAdmin,Admin Backup HTML,Admin backup HTML.,Secure backup.html.,true
ADM-0088,/admin/restore.php,GET,200,restore,Critical,LegacyAdmin,Admin Restore PHP,Admin restore PHP.,Secure restore.php.,true
ADM-0089,/admin/restore.asp,GET,200,restore,Critical,LegacyAdmin,Admin Restore ASP,Admin restore ASP.,Secure restore.asp.,true
ADM-0090,/admin/restore.aspx,GET,200,restore,Critical,LegacyAdmin,Admin Restore ASPX,Admin restore ASPX.,Secure restore.aspx.,true
ADM-0091,/admin/restore.jsp,GET,200,restore,Critical,LegacyAdmin,Admin Restore JSP,Admin restore JSP.,Secure restore.jsp.,true
ADM-0092,/admin/restore.html,GET,200,restore,Critical,LegacyAdmin,Admin Restore HTML,Admin restore HTML.,Secure restore.html.,true
ADM-0093,/admin/export.php,GET,200,export,Critical,LegacyAdmin,Admin Export PHP,Admin export PHP.,Secure export.php.,true
ADM-0094,/admin/export.asp,GET,200,export,Critical,LegacyAdmin,Admin Export ASP,Admin export ASP.,Secure export.asp.,true
ADM-0095,/admin/export.aspx,GET,200,export,Critical,LegacyAdmin,Admin Export ASPX,Admin export ASPX.,Secure export.aspx.,true
ADM-0096,/admin/export.jsp,GET,200,export,Critical,LegacyAdmin,Admin Export JSP,Admin export JSP.,Secure export.jsp.,true
ADM-0097,/admin/export.html,GET,200,export,Critical,LegacyAdmin,Admin Export HTML,Admin export HTML.,Secure export.html.,true
ADM-0098,/admin/import.php,GET,200,import,Critical,LegacyAdmin,Admin Import PHP,Admin import PHP.,Secure import.php.,true
ADM-0099,/admin/import.asp,GET,200,import,Critical,LegacyAdmin,Admin Import ASP,Admin import ASP.,Secure import.asp.,true
ADM-0100,/admin/import.aspx,GET,200,import,Critical,LegacyAdmin,Admin Import ASPX,Admin import ASPX.,Secure import.aspx.,true
